"","Date","Size","Price","Local_Amount","Currency"
"211","2018-12-15T17:22:14+00:00","6",440,440,"USD"
"212","2018-12-15T17:16:31+00:00","10.5",384,384,"USD"
"213","2018-12-15T17:15:02+00:00","13",365,365,"USD"
"214","2018-12-15T17:12:05+00:00","10",376,376,"USD"
"215","2018-12-15T16:58:06+00:00","10",375,375,"USD"
"216","2018-12-15T16:57:48+00:00","5",419,419,"USD"
"217","2018-12-15T16:55:52+00:00","11",367,367,"USD"
"218","2018-12-15T16:55:35+00:00","11",375,375,"USD"
"219","2018-12-15T16:55:16+00:00","11",369,369,"USD"
"220","2018-12-15T16:54:05+00:00","9.5",383,383,"USD"
"221","2018-12-15T16:46:07+00:00","9",389.0457,390,"USD"
"222","2018-12-15T16:45:46+00:00","9.5",389.0457,390,"USD"
"223","2018-12-15T16:44:46+00:00","13",370,370,"USD"
"224","2018-12-15T16:39:18+00:00","5.5",439,439,"USD"
"225","2018-12-15T16:37:09+00:00","6",440,440,"USD"
"226","2018-12-15T16:33:49+00:00","5.5",437,437,"USD"
"227","2018-12-15T16:33:16+00:00","6",439,439,"USD"
"228","2018-12-15T16:30:38+00:00","13",369,369,"USD"
"229","2018-12-15T16:21:22+00:00","7.5",440,440,"USD"
"230","2018-12-15T16:20:55+00:00","9.5",389.0457,390,"USD"
"231","2018-12-15T16:19:51+00:00","5.5",432,432,"USD"
"232","2018-12-15T16:13:32+00:00","11",375,375,"USD"
"233","2018-12-15T15:40:14+00:00","11.5",389,389,"USD"
"234","2018-12-15T15:38:03+00:00","6",438,438,"USD"
"235","2018-12-15T15:37:46+00:00","11.5",385,385,"USD"
"236","2018-12-15T15:14:54+00:00","10",375,375,"USD"
"237","2018-12-15T15:12:32+00:00","7",440,440,"USD"
"238","2018-12-15T14:33:46+00:00","9",370,370,"USD"
"239","2018-12-15T14:32:16+00:00","8",410,410,"USD"
"240","2018-12-15T14:30:22+00:00","9.5",389,389,"USD"
"241","2018-12-15T14:29:56+00:00","11",375,375,"USD"
"242","2018-12-15T14:18:03+00:00","11",375,375,"USD"
"243","2018-12-15T14:13:02+00:00","4.5",455,455,"USD"
"244","2018-12-15T14:10:57+00:00","8.5",408,408,"USD"
"245","2018-12-15T13:56:36+00:00","10",374,374,"USD"
"246","2018-12-15T13:42:27+00:00","5.5",431,431,"USD"
"247","2018-12-15T13:16:58+00:00","5",418,418,"USD"
"248","2018-12-15T13:10:32+00:00","5.5",430,430,"USD"
"249","2018-12-15T11:35:07+00:00","7",439,439,"USD"
"250","2018-12-15T11:28:36+00:00","12",370,370,"USD"
"251","2018-12-15T11:24:08+00:00","11",375.6094,376,"USD"
"252","2018-12-15T10:10:14+00:00","10",375,375,"USD"
"253","2018-12-15T09:01:27+00:00","5.5",430,430,"USD"
"254","2018-12-15T08:59:13+00:00","6",425,425,"USD"
"255","2018-12-15T08:15:15+00:00","11",375,375,"USD"
"256","2018-12-15T07:57:36+00:00","10",375,375,"USD"
"257","2018-12-15T07:37:44+00:00","9.5",385,385,"USD"
"258","2018-12-15T07:31:07+00:00","10",376,376,"USD"
"259","2018-12-15T06:56:23+00:00","10",375,375,"USD"
"260","2018-12-15T06:22:50+00:00","10",374,374,"USD"
"261","2018-12-15T06:15:47+00:00","9",390,390,"USD"
"262","2018-12-15T06:13:15+00:00","10",370,370,"USD"
"263","2018-12-15T05:40:51+00:00","11",375,375,"USD"
"264","2018-12-15T05:38:04+00:00","7",439,439,"USD"
"265","2018-12-15T05:00:09+00:00","13",365,365,"USD"
"266","2018-12-15T04:57:45+00:00","11.5",389,389,"USD"
"267","2018-12-15T04:49:59+00:00","8.5",415,415,"USD"
"268","2018-12-15T04:26:44+00:00","10",374,374,"USD"
"269","2018-12-15T04:09:57+00:00","12",369,369,"USD"
"270","2018-12-15T03:32:41+00:00","10",374,374,"USD"
"271","2018-12-15T03:21:56+00:00","9",380,380,"USD"
"272","2018-12-15T03:10:26+00:00","9",390,390,"USD"
"273","2018-12-15T03:05:09+00:00","10.5",384,384,"USD"
"274","2018-12-15T02:59:33+00:00","10.5",385,385,"USD"
"275","2018-12-15T02:53:45+00:00","12",350,350,"USD"
"276","2018-12-15T02:41:34+00:00","9.5",388,388,"USD"
"277","2018-12-15T02:37:03+00:00","11",374,374,"USD"
"278","2018-12-15T02:33:01+00:00","10.5",384,384,"USD"
"279","2018-12-15T02:29:33+00:00","12",374,374,"USD"
"280","2018-12-15T02:07:13+00:00","9",390,390,"USD"
"281","2018-12-15T02:06:20+00:00","5.5",430,430,"USD"
"282","2018-12-15T01:56:57+00:00","8",410,410,"USD"
"283","2018-12-15T01:46:10+00:00","10.5",365,365,"USD"
"284","2018-12-15T01:44:10+00:00","8",409,409,"USD"
"285","2018-12-15T01:38:16+00:00","11",374,374,"USD"
"286","2018-12-15T01:33:38+00:00","10.5",383,383,"USD"
"287","2018-12-15T01:30:33+00:00","11",373,373,"USD"
"288","2018-12-15T01:22:55+00:00","4",388,388,"USD"
"289","2018-12-15T01:21:59+00:00","11",373,373,"USD"
"290","2018-12-15T00:57:32+00:00","10",374,374,"USD"
"291","2018-12-15T00:56:41+00:00","14",387,387,"USD"
"292","2018-12-15T00:52:47+00:00","6",438,438,"USD"
"293","2018-12-15T00:51:43+00:00","5.5",430,430,"USD"
"294","2018-12-15T00:45:15+00:00","7",440,440,"USD"
"295","2018-12-15T00:42:40+00:00","6",435,435,"USD"
"296","2018-12-15T00:41:15+00:00","11",373,373,"USD"
"297","2018-12-15T00:24:14+00:00","9.5",388,388,"USD"
"298","2018-12-15T00:22:58+00:00","8",408,408,"USD"
"299","2018-12-15T00:02:07+00:00","4",390,390,"USD"
"300","2018-12-14T23:58:50+00:00","9",390,390,"USD"
"301","2018-12-14T23:50:45+00:00","7",439,439,"USD"
"302","2018-12-14T23:46:53+00:00","9",390,390,"USD"
"303","2018-12-14T23:44:19+00:00","6",434,434,"USD"
"304","2018-12-14T23:41:14+00:00","9.5",388,388,"USD"
"305","2018-12-14T23:36:51+00:00","11.5",390,390,"USD"
"306","2018-12-14T23:20:19+00:00","7",439,439,"USD"
"307","2018-12-14T23:16:06+00:00","10.5",383,383,"USD"
"308","2018-12-14T23:05:35+00:00","10",369,369,"USD"
"309","2018-12-14T23:00:04+00:00","10.5",382,382,"USD"
"310","2018-12-14T22:48:54+00:00","6",430,430,"USD"
"311","2018-12-14T22:47:02+00:00","7",420,420,"USD"
"312","2018-12-14T22:44:33+00:00","9",385,385,"USD"
"313","2018-12-14T22:41:30+00:00","9.5",385,385,"USD"
"314","2018-12-14T22:41:16+00:00","9.5",375,375,"USD"
"315","2018-12-14T22:32:01+00:00","5",416,416,"USD"
"316","2018-12-14T22:16:45+00:00","5",415,415,"USD"
"317","2018-12-14T22:02:13+00:00","9",390,390,"USD"
"318","2018-12-14T21:46:23+00:00","5.5",420,420,"USD"
"319","2018-12-14T21:45:44+00:00","8",406.0135,407,"USD"
"320","2018-12-14T21:03:06+00:00","11",371,371,"USD"
"321","2018-12-14T20:44:41+00:00","8",405,405,"USD"
"322","2018-12-14T20:40:45+00:00","6.5",475,475,"USD"
"323","2018-12-14T20:34:22+00:00","9",389,389,"USD"
"324","2018-12-14T20:31:07+00:00","7.5",439.9528,440,"USD"
"325","2018-12-14T20:30:47+00:00","10",375,375,"USD"
"326","2018-12-14T20:27:42+00:00","6",425,425,"USD"
"327","2018-12-14T20:26:08+00:00","8.5",410,410,"USD"
"328","2018-12-14T20:11:48+00:00","12",372,372,"USD"
"329","2018-12-14T20:11:20+00:00","7.5",439,439,"USD"
"330","2018-12-14T20:04:13+00:00","9.5",387,387,"USD"
"331","2018-12-14T20:03:24+00:00","13",360,360,"USD"
"332","2018-12-14T19:59:04+00:00","10.5",380,380,"USD"
"333","2018-12-14T19:46:32+00:00","10",376,376,"USD"
"334","2018-12-14T19:40:01+00:00","10",375,375,"USD"
"335","2018-12-14T19:37:19+00:00","10.5",380,380,"USD"
"336","2018-12-14T19:26:16+00:00","4",390,390,"USD"
"337","2018-12-14T19:25:57+00:00","5.5",430,430,"USD"
"338","2018-12-14T19:17:51+00:00","5",415,415,"USD"
"339","2018-12-14T19:11:20+00:00","11.5",380,380,"USD"
"340","2018-12-14T19:08:31+00:00","7",420,420,"USD"
"341","2018-12-14T19:05:41+00:00","8.5",410,410,"USD"
"342","2018-12-14T18:57:22+00:00","13",355,355,"USD"
"343","2018-12-14T18:52:32+00:00","11",370.7681,371,"USD"
"344","2018-12-14T18:51:03+00:00","5",415,415,"USD"
"345","2018-12-14T18:50:28+00:00","10",374,374,"USD"
"346","2018-12-14T18:49:02+00:00","5.5",429.5484,430,"USD"
"347","2018-12-14T18:46:20+00:00","10.5",380,380,"USD"
"348","2018-12-14T18:45:50+00:00","8",403,403,"USD"
"349","2018-12-14T18:45:25+00:00","8.5",410,410,"USD"
"350","2018-12-14T18:44:10+00:00","9",385,385,"USD"
"351","2018-12-14T18:36:08+00:00","8",388,388,"USD"
"352","2018-12-14T18:35:52+00:00","11.5",391,391,"USD"
"353","2018-12-14T18:35:13+00:00","5.5",425.0269,426,"USD"
"354","2018-12-14T18:31:55+00:00","6",430,430,"USD"
"355","2018-12-14T18:24:23+00:00","11",369,369,"USD"
"356","2018-12-14T18:22:54+00:00","10.5",380,380,"USD"
"357","2018-12-14T18:21:08+00:00","4",390,390,"USD"
"358","2018-12-14T18:19:09+00:00","10.5",380,380,"USD"
"359","2018-12-14T18:18:06+00:00","13",355,355,"USD"
"360","2018-12-14T18:13:42+00:00","10.5",379,379,"USD"
"361","2018-12-14T18:06:39+00:00","12.5",345,345,"USD"
"362","2018-12-14T18:03:10+00:00","11.5",390,390,"USD"
"363","2018-12-14T18:02:48+00:00","10.5",380,380,"USD"
"364","2018-12-14T18:02:08+00:00","10",375,375,"USD"
"365","2018-12-14T18:00:04+00:00","10",375,375,"USD"
"366","2018-12-14T17:56:13+00:00","10",375,375,"USD"
"367","2018-12-14T17:54:46+00:00","9.5",387.0917,388,"USD"
"368","2018-12-14T17:54:11+00:00","8.5",408,408,"USD"
"369","2018-12-14T17:53:31+00:00","12",370,370,"USD"
"370","2018-12-14T17:46:05+00:00","7.5",387,387,"USD"
"371","2018-12-14T17:36:44+00:00","10.5",379,379,"USD"
"372","2018-12-14T17:35:42+00:00","5",414,414,"USD"
"373","2018-12-14T17:32:06+00:00","10.5",379,379,"USD"
"374","2018-12-14T17:31:33+00:00","11",370,370,"USD"
"375","2018-12-14T17:06:55+00:00","9",389,389,"USD"
"376","2018-12-14T17:06:43+00:00","11",360,360,"USD"
"377","2018-12-14T16:51:15+00:00","9.5",385,385,"USD"
"378","2018-12-14T16:42:37+00:00","10",375,375,"USD"
"379","2018-12-14T16:26:21+00:00","7.5",436,436,"USD"
"380","2018-12-14T16:24:13+00:00","13",360,360,"USD"
"381","2018-12-14T16:17:04+00:00","7",435.6192,436,"USD"
"382","2018-12-14T16:14:05+00:00","6",429,429,"USD"
"383","2018-12-14T16:13:26+00:00","4",389,389,"USD"
"384","2018-12-14T16:02:39+00:00","12",370,370,"USD"
"385","2018-12-14T16:01:18+00:00","9",388,388,"USD"
"386","2018-12-14T15:59:25+00:00","6",428,428,"USD"
"387","2018-12-14T15:53:01+00:00","5.5",424,424,"USD"
"388","2018-12-14T15:49:57+00:00","10",374,374,"USD"
"389","2018-12-14T15:48:18+00:00","10.5",379,379,"USD"
"390","2018-12-14T15:46:52+00:00","6",428,428,"USD"
"391","2018-12-14T15:43:55+00:00","6.5",470,470,"USD"
"392","2018-12-14T15:42:45+00:00","9.5",385,385,"USD"
"393","2018-12-14T15:42:42+00:00","10",375,375,"USD"
"394","2018-12-14T15:37:26+00:00","10.5",375.8062,376,"USD"
"395","2018-12-14T15:35:34+00:00","6",428,428,"USD"
"396","2018-12-14T15:29:58+00:00","5",413,413,"USD"
"397","2018-12-14T15:28:04+00:00","12",370,370,"USD"
"398","2018-12-14T15:13:14+00:00","11",370,370,"USD"
"399","2018-12-14T15:13:00+00:00","6",427,427,"USD"
"400","2018-12-14T15:12:21+00:00","6",427,427,"USD"
"401","2018-12-14T15:11:10+00:00","7",435,435,"USD"
"402","2018-12-14T15:10:30+00:00","9",387,387,"USD"
"403","2018-12-14T14:54:44+00:00","10.5",375,375,"USD"
"404","2018-12-14T14:54:26+00:00","6.5",468,468,"USD"
"405","2018-12-14T14:43:18+00:00","12.5",331,331,"USD"
"406","2018-12-14T14:33:55+00:00","10.5",374,374,"USD"
"407","2018-12-14T14:32:59+00:00","13",350,350,"USD"
"408","2018-12-14T14:32:44+00:00","8",400,400,"USD"
"409","2018-12-14T14:31:48+00:00","9.5",385,385,"USD"
"410","2018-12-14T14:25:14+00:00","5.5",423,423,"USD"
"411","2018-12-14T14:18:27+00:00","9.5",385,385,"USD"
"412","2018-12-14T14:08:34+00:00","6",427,427,"USD"
"413","2018-12-14T14:08:05+00:00","11",370,370,"USD"
"414","2018-12-14T13:58:00+00:00","10.5",371,371,"USD"
"415","2018-12-14T13:54:09+00:00","5.5",422,422,"USD"
"416","2018-12-14T13:53:31+00:00","4",387,387,"USD"
"417","2018-12-14T13:52:43+00:00","6",427,427,"USD"
"418","2018-12-14T13:52:27+00:00","9.5",385,385,"USD"
"419","2018-12-14T13:46:37+00:00","8.5",406,406,"USD"
"420","2018-12-14T13:40:07+00:00","11",370,370,"USD"
"421","2018-12-14T12:54:46+00:00","7",390,390,"USD"
"422","2018-12-14T12:50:54+00:00","11",370,370,"USD"
"423","2018-12-14T12:37:34+00:00","11",370,370,"USD"
"424","2018-12-14T12:34:18+00:00","9.5",385,385,"USD"
"425","2018-12-14T12:32:50+00:00","8",400,400,"USD"
"426","2018-12-14T12:32:43+00:00","11",370,370,"USD"
"427","2018-12-14T12:32:28+00:00","10",375,375,"USD"
"428","2018-12-14T12:16:42+00:00","10",375,375,"USD"
"429","2018-12-14T12:14:29+00:00","9.5",385,385,"USD"
"430","2018-12-14T11:58:42+00:00","11",365,365,"USD"
"431","2018-12-14T11:49:59+00:00","6",420,420,"USD"
"432","2018-12-14T11:18:22+00:00","5.5",421,421,"USD"
"433","2018-12-14T10:30:53+00:00","6",419,419,"USD"
"434","2018-12-14T10:09:41+00:00","8",400,400,"USD"
"435","2018-12-14T09:48:21+00:00","9.5",384,384,"USD"
