"","Date","Size","Price","Local_Amount","Currency"
"162","2018-10-02T20:30:38+00:00","13",150,150,"USD"
"163","2018-10-02T03:36:10+00:00","7.5",160,160,"USD"
"164","2018-10-01T19:14:30+00:00","8",150,150,"USD"
"165","2018-10-01T17:24:55+00:00","11",140,140,"USD"
"166","2018-10-01T08:09:39+00:00","11",125,125,"USD"
"167","2018-09-30T07:14:41+00:00","10.5",130,130,"USD"
"168","2018-09-29T21:33:10+00:00","11",122,122,"USD"
"169","2018-09-27T09:47:29+00:00","12",150,150,"USD"
"170","2018-09-27T04:46:01+00:00","11.5",245,245,"USD"
"171","2018-09-27T02:31:10+00:00","11",120,120,"USD"
"172","2018-09-26T13:18:01+00:00","7",116,116,"USD"
"173","2018-09-25T19:21:17+00:00","11",120,120,"USD"
"174","2018-09-25T10:45:27+00:00","11",119,119,"USD"
"175","2018-09-25T01:03:09+00:00","10",160,160,"USD"
"176","2018-09-24T00:32:25+00:00","11",118,118,"USD"
"177","2018-09-23T10:21:36+00:00","8.5",170,170,"USD"
"178","2018-09-22T17:08:47+00:00","10",154,154,"USD"
"179","2018-09-22T16:21:53+00:00","12",180,180,"USD"
"180","2018-09-21T20:21:18+00:00","9",193,193,"USD"
"181","2018-09-21T07:00:29+00:00","11.5",130,130,"USD"
"182","2018-09-20T10:40:42+00:00","14",125,125,"USD"
"183","2018-09-19T18:32:19+00:00","11.5",132,132,"USD"
"184","2018-09-18T23:12:06+00:00","9",158,158,"USD"
"185","2018-09-17T23:25:15+00:00","10",135,135,"USD"
"186","2018-09-17T23:24:43+00:00","9.5",150,150,"USD"
"187","2018-09-17T23:23:08+00:00","8.5",156,156,"USD"
"188","2018-09-16T22:06:37+00:00","11.5",136,136,"USD"
"189","2018-09-16T19:12:22+00:00","14",139,139,"USD"
"190","2018-09-15T05:35:45+00:00","7.5",126,126,"USD"
"191","2018-09-14T22:57:51+00:00","11",120,120,"USD"
"192","2018-09-13T16:42:47+00:00","10",130,130,"USD"
"193","2018-09-12T10:29:05+00:00","8",140,140,"USD"
"194","2018-09-12T03:39:20+00:00","13",155,155,"USD"
"195","2018-09-11T16:42:47+00:00","11",155,155,"USD"
"196","2018-09-11T14:14:06+00:00","7",138,138,"USD"
"197","2018-09-11T13:59:33+00:00","7",130,130,"USD"
"198","2018-09-11T12:28:11+00:00","10.5",135,135,"USD"
"199","2018-09-11T12:27:43+00:00","11",132,132,"USD"
"200","2018-09-11T12:27:32+00:00","11",133,133,"USD"
"201","2018-09-10T04:29:24+00:00","10.5",150,150,"USD"
"202","2018-09-09T23:49:11+00:00","12",130,130,"USD"
"203","2018-09-09T16:23:07+00:00","12",150,150,"USD"
"204","2018-09-08T19:32:14+00:00","11.5",140,140,"USD"
"205","2018-09-08T01:51:50+00:00","9",141,141,"USD"
"206","2018-09-08T01:49:22+00:00","11",155,155,"USD"
"207","2018-09-07T23:00:55+00:00","9.5",172,172,"USD"
"208","2018-09-07T19:20:08+00:00","9",148,148,"USD"
"209","2018-09-07T13:51:14+00:00","11.5",150,150,"USD"
"210","2018-09-07T03:04:17+00:00","9",156,156,"USD"
"211","2018-09-06T22:53:23+00:00","8",172,172,"USD"
"212","2018-09-06T22:52:19+00:00","11",150,150,"USD"
"213","2018-09-06T18:52:17+00:00","12",189,189,"USD"
"214","2018-09-06T03:55:51+00:00","10.5",145,145,"USD"
"215","2018-09-05T22:24:16+00:00","9",195,195,"USD"
"216","2018-09-05T21:55:25+00:00","10.5",139,139,"USD"
"217","2018-09-05T20:56:22+00:00","12",188,188,"USD"
"218","2018-09-05T04:59:08+00:00","10.5",144,144,"USD"
"219","2018-09-04T23:59:04+00:00","9",194,194,"USD"
"220","2018-09-04T23:21:43+00:00","10",159,159,"USD"
"221","2018-09-04T04:06:28+00:00","8.5",185,185,"USD"
"222","2018-09-04T03:50:15+00:00","13",199,199,"USD"
"223","2018-09-04T03:14:53+00:00","14",140,140,"USD"
"224","2018-09-03T19:47:36+00:00","11.5",130,130,"USD"
"225","2018-09-03T00:49:24+00:00","13",195,195,"USD"
"226","2018-09-02T21:30:26+00:00","10",159,159,"USD"
"227","2018-09-02T19:14:00+00:00","7.5",155,155,"USD"
"228","2018-09-02T03:14:31+00:00","10.5",145,145,"USD"
"229","2018-09-02T02:29:48+00:00","5",201,201,"USD"
"230","2018-09-01T03:43:59+00:00","10",160,160,"USD"
"231","2018-09-01T01:04:12+00:00","11",136,136,"USD"
"232","2018-08-31T18:13:19+00:00","11.5",125,125,"USD"
